,video,label,split,original
181,psrtgeevbs.mp4,FAKE,train,sqqamveljk.mp4
182,muybljrqel.mp4,FAKE,train,sleykxpevy.mp4
183,kjishoaqiz.mp4,FAKE,train,andnipfbgy.mp4
184,fxicjknipj.mp4,FAKE,train,kfhfeqpdwp.mp4
185,pgwnbbmjlz.mp4,FAKE,train,dmqwuutqun.mp4
186,hpfrfbheli.mp4,FAKE,train,rrgmkciwnk.mp4
187,azhgwqmtmy.mp4,REAL,train,
188,xdsqumvcuu.mp4,FAKE,train,yicmivfoay.mp4
189,vwzxrdbiui.mp4,FAKE,train,mfcfhhxzif.mp4
190,jidkzoagws.mp4,REAL,train,
191,lsrgoxurqy.mp4,FAKE,train,vwbdlklsjn.mp4
192,ctowvrmazl.mp4,FAKE,train,azhgwqmtmy.mp4
193,otmcckypar.mp4,FAKE,train,iondvzqjbe.mp4
194,suohrphvbe.mp4,FAKE,train,ttobmbsfoo.mp4
195,rsyukoalsi.mp4,FAKE,train,htqhzfwsmb.mp4
196,asewluvyef.mp4,FAKE,train,mmffoscwcq.mp4
197,pkwzqtbnwi.mp4,FAKE,train,ttobmbsfoo.mp4
198,tyjxmknivy.mp4,REAL,train,
199,jyqcbvdpnj.mp4,FAKE,train,syfzjjdmxh.mp4
200,gypihejvbg.mp4,FAKE,train,zlnphbedts.mp4
201,nzwqstlacm.mp4,REAL,train,
202,vjnmnonubo.mp4,FAKE,train,tyatbyiulg.mp4
203,twznnuzhuh.mp4,FAKE,train,elsvnmrlue.mp4
204,tvyetovusc.mp4,FAKE,train,uvogzfylos.mp4
205,cgbjtfbljp.mp4,FAKE,train,orqafstesq.mp4
206,jascajixzv.mp4,FAKE,train,tptrzibaxl.mp4
207,fcjcpqsqdl.mp4,FAKE,train,nzwqstlacm.mp4
208,cncditjduh.mp4,FAKE,train,jniytngcmy.mp4
209,evqpfithgd.mp4,FAKE,train,uvogzfylos.mp4
210,apojgziubj.mp4,FAKE,train,qggorpxlar.mp4
211,ftwtfucugq.mp4,FAKE,train,ikmsdmynbf.mp4
212,xxvjqfmlhx.mp4,FAKE,train,rfmmvhkqus.mp4
213,cjjkfuqaee.mp4,FAKE,train,sleykxpevy.mp4
214,yjloopcthi.mp4,FAKE,train,tyjxmknivy.mp4
215,htqhzfwsmb.mp4,REAL,train,
216,vvlbjptiel.mp4,FAKE,train,webyiqztha.mp4
217,rbqvxwonjp.mp4,FAKE,train,kfhfeqpdwp.mp4
218,dyzjiomjcd.mp4,FAKE,train,iyfdxpvkgk.mp4
219,mghmzqouwk.mp4,FAKE,train,unqatfflwv.mp4
220,jjegzfkwua.mp4,FAKE,train,gdygzrpynl.mp4
221,ypepsyuwmo.mp4,FAKE,train,okgoflrwph.mp4
222,jweuoqgyld.mp4,FAKE,train,inzgulrorj.mp4
223,pobpsxjbzg.mp4,REAL,train,
224,yvmnycdgmk.mp4,FAKE,train,ioujtlguyo.mp4
225,nvpurgnotz.mp4,FAKE,train,htqhzfwsmb.mp4
226,iyfdxpvkgk.mp4,REAL,train,
227,novgixysji.mp4,FAKE,train,anzenqcwqo.mp4
228,pxgcsltbuo.mp4,REAL,train,
229,fgaztzxuix.mp4,FAKE,train,andnipfbgy.mp4
230,ttxxlrsjio.mp4,FAKE,train,xzmplldajk.mp4
231,fprnaorizo.mp4,FAKE,train,hmofiqjzxe.mp4
232,voospsfncu.mp4,FAKE,train,myebjqbxsl.mp4
233,pvhjgvgvie.mp4,FAKE,train,bunqneptba.mp4
234,eljtgmcpfw.mp4,FAKE,train,szwhgmrrhm.mp4
235,apasrbjbwu.mp4,FAKE,train,vqijtaxplt.mp4
236,oemaqmmytc.mp4,FAKE,train,wxyjtncrax.mp4
237,qavvoguryv.mp4,REAL,train,
238,atoeqixpui.mp4,FAKE,train,rkrizcgzgt.mp4
239,qahcngjhej.mp4,FAKE,train,anzenqcwqo.mp4
240,toggbitvfd.mp4,FAKE,train,imtqhldxwh.mp4
241,wvnjcwevzo.mp4,REAL,train,
242,whygzcutmr.mp4,FAKE,train,rgksdbawuc.mp4
243,jebskmgkhy.mp4,FAKE,train,eetigtaciw.mp4
244,uugsqqrrbr.mp4,FAKE,train,tyatbyiulg.mp4
245,vsyjjjeayt.mp4,FAKE,train,uafpckeiyf.mp4
246,czlanpxaoq.mp4,FAKE,train,yicmivfoay.mp4
247,tnvabkfjpw.mp4,FAKE,train,rrgmkciwnk.mp4
248,cfmjwmqgjd.mp4,FAKE,train,pxgcsltbuo.mp4
249,cfxypsulos.mp4,FAKE,train,syfzjjdmxh.mp4
250,ampwuteugc.mp4,FAKE,train,jvmdzcrakg.mp4
251,qehhvbqcqb.mp4,FAKE,train,wvnjcwevzo.mp4
252,bumzkmncht.mp4,FAKE,train,uvogzfylos.mp4
253,mcfladdkju.mp4,FAKE,train,ugujwdhxjd.mp4
254,ogefwsfivd.mp4,FAKE,train,sahcncjojl.mp4
255,vpveeyyzhz.mp4,FAKE,train,thfjhumgbp.mp4
256,spyzdfjgts.mp4,FAKE,train,hmofiqjzxe.mp4
257,yqlqxrjdby.mp4,FAKE,train,rgksdbawuc.mp4
258,uhskcqybgm.mp4,FAKE,train,iyfdxpvkgk.mp4
259,oeewrpfasi.mp4,FAKE,train,bivzhsmrqo.mp4
260,ykfrtfnike.mp4,FAKE,train,rrgmkciwnk.mp4
261,ouvjvtsvti.mp4,FAKE,train,rfmmvhkqus.mp4
262,drbqpaasvz.mp4,FAKE,train,tptrzibaxl.mp4
263,pkzgfmxztj.mp4,FAKE,train,pkrpyvfnye.mp4
264,bsplcozagn.mp4,FAKE,train,tyjxmknivy.mp4
265,lflzgjckta.mp4,FAKE,train,pobpsxjbzg.mp4
266,ztehwtrwpm.mp4,FAKE,train,orqafstesq.mp4
267,qgvbolqcnx.mp4,FAKE,train,sahcncjojl.mp4
268,kqetzheiep.mp4,FAKE,train,hqxlyxhjin.mp4
269,pyxhwbzyrg.mp4,FAKE,train,nfjfylwjvj.mp4
270,andnipfbgy.mp4,REAL,train,
271,rlerxsnsid.mp4,FAKE,train,utnizyqmri.mp4
272,mmqltllaqd.mp4,FAKE,train,webyiqztha.mp4
273,zqsxpnbjnl.mp4,FAKE,train,myebjqbxsl.mp4
274,dtbnoimzzl.mp4,FAKE,train,pkrpyvfnye.mp4
275,bzifuhigbw.mp4,FAKE,train,uafpckeiyf.mp4
276,hwgyszfbcc.mp4,FAKE,train,fakfkpzenm.mp4
277,itjpxbskre.mp4,FAKE,train,alypwytrnl.mp4
278,uqbhrsbnip.mp4,FAKE,train,iyfdxpvkgk.mp4
279,wsuhxkwpgq.mp4,FAKE,train,ygiscbckjl.mp4
280,zmpdsggxzg.mp4,FAKE,train,kvhbyuklfv.mp4
281,mraarmpaor.mp4,FAKE,train,alypwytrnl.mp4
282,ychxinivcp.mp4,FAKE,train,vtaztagukf.mp4
283,jfsutpsimt.mp4,FAKE,train,rgksdbawuc.mp4
284,teqtxtbzkn.mp4,FAKE,train,vqijtaxplt.mp4
285,xbyzxslant.mp4,FAKE,train,zlnphbedts.mp4
286,twyxajmmud.mp4,FAKE,train,fakfkpzenm.mp4
287,blyaymhdil.mp4,FAKE,train,jniytngcmy.mp4
288,zkfjcgqwdz.mp4,FAKE,train,fakfkpzenm.mp4
289,evoxksjmtv.mp4,FAKE,train,rgksdbawuc.mp4
290,figxvsdmsb.mp4,FAKE,train,fakfkpzenm.mp4
291,znejuddszx.mp4,FAKE,train,qavvoguryv.mp4
292,icdzrrflaj.mp4,FAKE,train,nepiitaaql.mp4
293,ndwxvkswkw.mp4,FAKE,train,wxyjtncrax.mp4
294,qtahzsqvgw.mp4,FAKE,train,wxyjtncrax.mp4
295,gqzltruesu.mp4,FAKE,train,uvogzfylos.mp4
296,cqgdtrywmy.mp4,FAKE,train,sqqamveljk.mp4
297,webyiqztha.mp4,REAL,train,
298,vacfdybetb.mp4,FAKE,train,obutchbzkp.mp4
299,pssuagmhqe.mp4,FAKE,train,zkksmnscsf.mp4
300,lpyzupzjjt.mp4,FAKE,train,elsvnmrlue.mp4
301,dianuqbtho.mp4,FAKE,train,bxsdnqizii.mp4
302,tqymjlgdsf.mp4,REAL,train,
303,rihgjplyfb.mp4,FAKE,train,rfmmvhkqus.mp4
304,maezcimfkx.mp4,FAKE,train,htqhzfwsmb.mp4
305,ywrrupyyub.mp4,FAKE,train,qggorpxlar.mp4
306,toqmgncqsw.mp4,FAKE,train,urbulrzowx.mp4
307,nepiitaaql.mp4,REAL,train,
308,vrqnseymxf.mp4,FAKE,train,bxsdnqizii.mp4
309,tamjlthbdh.mp4,FAKE,train,jidkzoagws.mp4
310,gevjymsmpn.mp4,FAKE,train,ygiscbckjl.mp4
311,woxkvqtxjz.mp4,FAKE,train,myebjqbxsl.mp4
312,inzlvwlpks.mp4,FAKE,train,mzurunkulx.mp4
313,hzxzeuuwac.mp4,FAKE,train,uafpckeiyf.mp4
314,hmtnmrntlj.mp4,FAKE,train,crfnqdprte.mp4
315,trqrbkihfm.mp4,FAKE,train,azhgwqmtmy.mp4
316,fghajiuvet.mp4,FAKE,train,ugagvibmsu.mp4
317,xdrlnzupcu.mp4,FAKE,train,thfjhumgbp.mp4
318,bipkwdckrk.mp4,FAKE,train,rfmmvhkqus.mp4
319,omvhoougii.mp4,FAKE,train,tqymjlgdsf.mp4
320,bivzhsmrqo.mp4,REAL,train,
321,sbvncmmubs.mp4,FAKE,train,iyfdxpvkgk.mp4
322,mrocfplptw.mp4,FAKE,train,htqhzfwsmb.mp4
323,obnzojzvte.mp4,FAKE,train,szwhgmrrhm.mp4
324,alypwytrnl.mp4,REAL,train,
325,mxhyievkmx.mp4,FAKE,train,kvhbyuklfv.mp4
326,skyyjikwrg.mp4,FAKE,train,tmvqmdzyln.mp4
327,jkhndcqgco.mp4,FAKE,train,xofswkdrvb.mp4
328,ppuwieuquq.mp4,FAKE,train,hgcjhnidtm.mp4
329,qhwzhtpmeh.mp4,FAKE,train,sleykxpevy.mp4
330,ebjloshjfk.mp4,FAKE,train,okgoflrwph.mp4
331,ywujazdszo.mp4,FAKE,train,sahcncjojl.mp4
332,rcizjhtxuf.mp4,FAKE,train,ttobmbsfoo.mp4
333,sbiyangkdy.mp4,FAKE,train,unqatfflwv.mp4
334,nyutzyhxvm.mp4,FAKE,train,pkrpyvfnye.mp4
335,ugagvibmsu.mp4,REAL,train,
336,nipneftcvz.mp4,FAKE,train,fxxpxoqoxp.mp4
337,dpzpbjufmy.mp4,FAKE,train,thfjhumgbp.mp4
338,tbdgixstek.mp4,FAKE,train,yicmivfoay.mp4
339,rlqvjnfsqt.mp4,FAKE,train,eetigtaciw.mp4
340,anzenqcwqo.mp4,REAL,train,
341,hhphifkstv.mp4,FAKE,train,imtqhldxwh.mp4
342,wnshgqztai.mp4,FAKE,train,tjjiejdbgx.mp4
343,ommdwvhwzg.mp4,FAKE,train,wvnjcwevzo.mp4
344,efwvynstiq.mp4,FAKE,train,vtaztagukf.mp4
345,uukbdjaedq.mp4,FAKE,train,mzurunkulx.mp4
346,tptrzibaxl.mp4,REAL,train,
347,azzxjriydb.mp4,FAKE,train,tjjiejdbgx.mp4
348,bxujrixvnt.mp4,FAKE,train,vqijtaxplt.mp4
349,gdygzrpynl.mp4,REAL,train,
350,bywkznbyha.mp4,FAKE,train,mmffoscwcq.mp4
351,kvhbyuklfv.mp4,REAL,train,
352,slexuatzxj.mp4,FAKE,train,iondvzqjbe.mp4
353,gydvsfdigh.mp4,FAKE,train,tptrzibaxl.mp4
354,zyqueyykbh.mp4,FAKE,train,xofswkdrvb.mp4
355,fjozlghihm.mp4,FAKE,train,uvogzfylos.mp4
356,vrzjuypurl.mp4,FAKE,train,nlcqykqsdp.mp4
357,dxzfynmsis.mp4,FAKE,train,phgztyaash.mp4
358,mzurunkulx.mp4,REAL,train,
359,ufscdwpbkw.mp4,FAKE,train,jidkzoagws.mp4
360,pfpywtuptj.mp4,FAKE,train,syfzjjdmxh.mp4
361,lxodqgtjbz.mp4,FAKE,train,qavvoguryv.mp4
362,vlcnvhanxr.mp4,FAKE,train,kvhbyuklfv.mp4
363,sfgdliqurl.mp4,FAKE,train,nzwqstlacm.mp4
364,cgswtobqsw.mp4,FAKE,train,thfjhumgbp.mp4
365,jxshjcdoyp.mp4,FAKE,train,ttobmbsfoo.mp4
366,qurpdihwxi.mp4,FAKE,train,rkbxybizvj.mp4
367,fktidqvkou.mp4,FAKE,train,ttobmbsfoo.mp4
368,qmkhxkkdla.mp4,FAKE,train,anzenqcwqo.mp4
369,plsptwuohu.mp4,FAKE,train,tptrzibaxl.mp4
370,bccaioaudk.mp4,FAKE,train,iondvzqjbe.mp4
371,dwburmdnah.mp4,FAKE,train,alypwytrnl.mp4
372,iriadhnmyy.mp4,FAKE,train,inzgulrorj.mp4
373,firczmxodx.mp4,FAKE,train,alypwytrnl.mp4
374,rkrizcgzgt.mp4,REAL,train,
375,iihqpphuyy.mp4,FAKE,train,obutchbzkp.mp4
376,baheacsakw.mp4,FAKE,train,pxgcsltbuo.mp4
377,hhcvwyuwfv.mp4,FAKE,train,dmqwuutqun.mp4
378,jyyxernmsr.mp4,FAKE,train,qggorpxlar.mp4
379,icfyibcstp.mp4,FAKE,train,crfnqdprte.mp4
380,uxpydukepe.mp4,FAKE,train,dmqwuutqun.mp4
381,gdnnieahty.mp4,FAKE,train,okgoflrwph.mp4
382,tdnezvbjpd.mp4,FAKE,train,ikmsdmynbf.mp4
383,gevqmdrmbs.mp4,FAKE,train,zkksmnscsf.mp4
384,rbdtfebawd.mp4,FAKE,train,pobpsxjbzg.mp4
385,xialcjbiop.mp4,FAKE,train,fxxpxoqoxp.mp4
386,jvmdzcrakg.mp4,REAL,train,
387,vwbdlklsjn.mp4,REAL,train,
388,excvtyvuto.mp4,FAKE,train,jniytngcmy.mp4
389,unqatfflwv.mp4,REAL,train,
390,aozliqzela.mp4,FAKE,train,obutchbzkp.mp4
391,nukljlrzti.mp4,FAKE,train,nepiitaaql.mp4
392,alddoocxqo.mp4,FAKE,train,jvmdzcrakg.mp4
393,hhfplwerbg.mp4,FAKE,train,dmqwuutqun.mp4
394,jniytngcmy.mp4,REAL,train,
395,jbdqpkuyac.mp4,FAKE,train,vwbdlklsjn.mp4
396,ifnsbiqfdf.mp4,FAKE,train,orqafstesq.mp4
397,dulrkjgjvr.mp4,FAKE,train,rkrizcgzgt.mp4
398,bhqiisfkui.mp4,FAKE,train,hmofiqjzxe.mp4
399,okmlcbefeu.mp4,FAKE,train,ttobmbsfoo.mp4
400,uhaozesefw.mp4,FAKE,train,mfcfhhxzif.mp4
401,vqijtaxplt.mp4,REAL,train,
402,eiuqpbsxvv.mp4,FAKE,train,syfzjjdmxh.mp4
403,cpyqtpzmtr.mp4,FAKE,train,xzmplldajk.mp4
404,vhyagubmot.mp4,FAKE,train,szwhgmrrhm.mp4
405,zietoartkv.mp4,FAKE,train,ikmsdmynbf.mp4
406,ufeqnlerfw.mp4,FAKE,train,tyatbyiulg.mp4
407,zpugmlnyln.mp4,FAKE,train,hqxlyxhjin.mp4
408,oceigzllhv.mp4,FAKE,train,ugujwdhxjd.mp4
409,tjjiejdbgx.mp4,REAL,train,
410,rehflwrnyo.mp4,FAKE,train,xofswkdrvb.mp4
411,xcucvaoznq.mp4,FAKE,train,anzenqcwqo.mp4
412,fjjvhpfmuh.mp4,FAKE,train,zkksmnscsf.mp4
413,kwbwtvhqjf.mp4,FAKE,train,vqijtaxplt.mp4
414,iondvzqjbe.mp4,REAL,train,
415,xzmplldajk.mp4,REAL,train,
416,vqruoluamf.mp4,FAKE,train,mzurunkulx.mp4
